,Unnamed: 0,content,data,like,place,tags,kor_nouns
879,879,#日本語#勉強#コロナ#資格#일본어공부중 #코로나#자격日本語の漢字詳しく覚えて行きましょう～ https://youtu.be/2D4kcK_TFOo,2021-01-22,조회 3회,,"['#日本語', '#勉強', '#コロナ', '#資格', '#일본어공부중', '#코로나', '#자격日本語の漢字詳しく覚えて行きましょう～']","['일본어', '공부', '코로나', '자격']"
880,880,#춘천_집콕챌린지 이제 시간이 정말 얼마 안 남았어요!일요일이면 마감~!!!🤗진짜 랜덤! 마지막으로 참여하셔도 당첨되실 수 있습니다!💛추억의 대포 뽑기로 당첨자를 뽑습니다!!!💛.오늘은 이벤트 홍보 마지막이니 중요한 정보를 알려드리겠습니다!👆🏻1월 15일 이전에 올려뒀던 게시글에 해시태그만 추가하시는 것은 당첨자에서 제외됩니다 ㅠㅠㅠ😭그 외에도 챌린지 게시글이 업로드되면 바로바로 번호를 정하여 저장하기 때문에 해시태그 수정 게시글은 누락이 될 수 있습니다!😱✅꼭 업로드 시에 해시태그를 넣어주세요!!✅.1월 24일 일요일! 얼마 남지 않았습니다!! 주말 동안 집콕 하시며 춘천시 집콕 챌린지와 함께해요!!🧡.#춘천 #춘천시 #춘천시청 #좋반 #좋아요 #좋아요반사 #반사 #소통 #첫줄 #첫줄반사 #첫줄좋반 #좋튀 #좋테 #좋아요테러 #DM #팔로우 #팔로우미 #춘천소식 #코로나 #코로나19 #집콕 #집콕놀이 #집콕중 #집 #춘천맘 #춘천육아 #춘천챌린지,2021-01-22,좋아요 109개,,"['#춘천_집콕챌린지', '#춘천', '#춘천시', '#춘천시청', '#좋반', '#좋아요', '#좋아요반사', '#반사', '#소통', '#첫줄', '#첫줄반사', '#첫줄좋반', '#좋튀', '#좋테', '#좋아요테러', '#DM', '#팔로우', '#팔로우미', '#춘천소식', '#코로나', '#코로나19', '#집콕', '#집콕놀이', '#집콕중', '#집', '#춘천맘', '#춘천육아', '#춘천챌린지']","['춘천', '집콕', '린지', '정말', '안', '일요일', '마감', '진짜', '랜덤', '마지막', '참여', '당첨', '추억', '대포', '뽑기', '당첨', '이벤트', '홍보', '마지막', '정보', '이전', '게시', '글', '해시태그', '당첨', '제외', '외', '린지', '게시', '글', '업로드', '번호', '정', '저장', '해시태그', '수정', '게시', '글', '누락', '꼭', '업로드', '해시태그', '일요일', '남지', '주말', '집콕', '춘천시', '집콕', '린지', '해', '춘천', '춘천시', '춘천', '시청', '팔로', '우미', '춘천', '소식', '코로나', '코로나', '집콕', '집콕', '집콕', '집', '춘천', '춘천', '육아', '춘천', '린지']"
881,881,"코로나 전에는 마스크 끼면 수상했는데, 요즘은 마스크 안 끼면 수상하다ㅋㅋㅋㅋ...#광안리 #해운대 #센텀시티 #부산헬스 #부산헬스장 #부산pt #다이어트 #헬린이 #홈짐 #홈트#필라테스 #요가 #크로스핏 #직장인 #코로나#운동하는여자 #운동하는남자 #헬스 #헬스장 #운동#바디프로필 #태닝 #바디체크 #눈바디 #마스크",2021-01-22,좋아요 186개,"Busan 釜山, South Korea","['#광안리', '#해운대', '#센텀시티', '#부산헬스', '#부산헬스장', '#부산pt', '#다이어트', '#헬린이', '#홈짐', '#홈트', '#필라테스', '#요가', '#크로스핏', '#직장인', '#코로나', '#운동하는여자', '#운동하는남자', '#헬스', '#헬스장', '#운동', '#바디프로필', '#태닝', '#바디체크', '#눈바디', '#마스크']","['코로나', '마스크', '끼', '마스크', '안', '끼', '광안', '리', '해운대', '센텀시티', '부산', '헬스', '부산', '헬스장', '부산', '다이어트', '헬린', '홈짐', '홈트', '필라테스', '요가', '크로스핏', '직장인', '코로나', '운동', '운동', '남자', '헬스', '헬스장', '운동', '바디', '프로필', '태닝', '바디', '체크', '눈', '바디', '마스크']"
882,882,오늘도 칼퇴하고 열운해따컨디션 좋아🏋️비는 내릴거면 내리던지 찔끔찔끔 모야 이게,2021-01-22,좋아요 97개,,[],"['칼퇴', '컨디션', '모야']"
883,883,"한 해 동안 보내주신 신뢰와 성원에 감사의 마음 전합니다. 좋은 일만 가득한 새해 되시길 바라며, 가내 건강과 행운이 늘 함께하기를 기원합니다.#모바일연하장 #새해감사카드 구매는↓↓인스타 : @card24_1#2021 #감사합니다 #새해 #코로나 #코로나19 #설날 #2021년 #새해인사 #감사선물 #설날선물 #신축년 #감사스타그램 #거래처 #연하장 #근하신년 #설날이벤트 #새해인사그램 #코로나안내문 #e카드 #새해인사카드 #연하장만들기 #연하장디자인 #모바일연하장 #코로나연기 #기업문자 #Card24",2021-01-22,좋아요,,"['#모바일연하장', '#새해감사카드', '#2021', '#감사합니다', '#새해', '#코로나', '#코로나19', '#설날', '#2021년', '#새해인사', '#감사선물', '#설날선물', '#신축년', '#감사스타그램', '#거래처', '#연하장', '#근하신년', '#설날이벤트', '#새해인사그램', '#코로나안내문', '#e카드', '#새해인사카드', '#연하장만들기', '#연하장디자인', '#모바일연하장', '#코로나연기', '#기업문자', '#Car']","['해', '신뢰', '성원', '마음', '일만', '가내', '건강', '행운', '늘', '기원', '모바일', '연하', '카드', '인스타', '코로나', '코로나', '설날', '새해인사', '선물', '설날', '선물', '신축년', '스타', '거래처', '연하', '근', '설날', '이벤트', '새해인사', '코로나', '문', '카드', '새해인사', '카드', '연하', '연하', '디자인', '모바일', '연하', '코로나', '연기', '기업', '문자']"
884,884,"벌써 1월의 마지막 주 시간표 입니다.🥰시간은 낮 12시 그리고 저녁 7시 두타임으로진행합니다.그리고 핏블리 채널이 아닌 🌟핏블릭스🌟채널에서 라이브 방송을 하니까 회개챌린지 운동라이브는 핏블릭스에서 봐주세요!!🙏🏻🧡이제는 운동라이브 핏블릭스,다시보기도 물론 핏블릭스‼️.다양한 운동 집에서 함께 해보세요💪🏻매일 새롭게 다양한 운동 배우기.유튜브 핏블릭스 채널에서다시 보실 수 있어요☺️순차적으로 업로드 중이니 기다려주세요🙏🏻❤️...#핏블리 #회개챌린지 #핏블릭스 #나눔이벤트 #코로나 #라이브 #유튜브라이브 #방송 #시간표 #운동라이브 #문석기 #치즈볼 #회개운동 #다시보기 #평일회개",2021-01-22,좋아요 22개,Bucheon,"['#핏블리', '#회개챌린지', '#핏블릭스', '#나눔이벤트', '#코로나', '#라이브', '#유튜브라이브', '#방송', '#시간표', '#운동라이브', '#문석기', '#치즈볼', '#회개운동', '#다시보기', '#평일회개']","['벌써', '마지막', '시간표', '낮', '저녁', '타임', '진행', '핏블리', '핏블릭스', '라이브', '방송', '회개', '린지', '운동', '라이브', '핏블릭스', '운동', '라이브', '핏블릭스', '보기', '핏블릭스', '운동', '집', '매일', '운동', '유튜브', '핏블릭스', '순차', '업로드', '중이', '핏블리', '회개', '린지', '핏블릭스', '나눔', '이벤트', '코로나', '라이브', '유튜브', '라이브', '방송', '시간표', '운동', '라이브', '석기', '치즈볼', '회개', '운동', '보기', '평일', '회개']"
885,885,숙소가 후진것만 빼고 모든것이 베스트였다.나가자마자 아이스라떼 흡입할고야🥤🧋 #생활치료센터#코로나확진#코로나양성#생활툰#코로나#사회적거리두기#웹툰#격리일기#인스타툰#드로잉#아이패드#애플펜슬#그림#그림일기#프로크리에이트#procreate#ipadpro#아이패드프로,2021-01-22,좋아요 29개,,"['#생활치료센터', '#코로나확진', '#코로나양성', '#생활툰', '#코로나', '#사회적거리두기', '#웹툰', '#격리일기', '#인스타툰', '#드로잉', '#아이패드', '#애플펜슬', '#그림', '#그림일기', '#프로크리에이트', '#procreate', '#ipa', '#아이패드프로']","['숙소', '후진', '베스트', '아이스', '라떼', '흡입', '생활', '치료', '센터', '코로나', '확진', '코로나', '양성', '생활', '툰', '코로나', '사회', '두기', '웹툰', '격리', '일기', '인스타', '툰', '드로잉', '아이패드', '애플', '펜슬', '그림', '그림', '일기', '프로', '크리', '에이트', '아이패드', '프로']"
886,886,#윤재이 #귀염뿜뿌 #쿠키랑#조리원끝 #집에왔음둥#코로나 때문에 #아빠와격리#이제야 안아보는 #아들 #잘살아보자 #💕💕💕💕,2021-01-22,좋아요 55개,세원오투리움,"['#윤재이', '#귀염뿜뿌', '#쿠키랑', '#조리원끝', '#집에왔음둥', '#코로나', '#아빠와격리', '#이제야', '#아들', '#잘살아보자', '#💕💕💕💕']","['윤재이', '귀염', '뿜뿌', '쿠키', '조리', '끝', '집', '둥', '코로나', '아빠', '격리', '이제야', '아들']"
887,887,#울산날씨 #성남날씨 #중구날씨 #남구날씨 #북구날씨 기온은 생각보다 높지만 바람과 비가 많이 와서일까요? 추워요 .....ㅠ🥶🥶🥶MODERN VAPE SHOP영업시간 월-토 : 11am - 9pm일요일 : 12pm - 6pm본점📱: 010-4411-7333🏰: 울산 북구 매곡로 101-남구점📱: 010-8865-1718🏰: 울산 남구 왕생로66번길 28-중구점📱: 010-8564-4745🏰: 울산 중구 중앙길 106-📌모던베이프 지점안내📌.------------------------------.@modernvape_ 울산본점@modern_vape 울산남구점@modern__vape 울산중구점@modern_0703 경산점@modern_sj 마창진점@modern_bs 부산점@modern_geoje 거제점@modern_vape8264 서울암사점@modernvape_siji 대구시지점@modern_jj_suhan 전주점------------------------------.모던베이프는 전국 문의!!각 지역 퀵 가능전국 택배 가능-#데일리 #맞팔 #선팔 #선팔맞팔 #선팔하면맞팔 #소통해요 #소통 #일상공유 #선팔환영 #셀피 #셀스타그램 #셀스타 #일상그램 #소확행 #코로나 #코로나단계 #코로나확진자 #모던베이프 #전국택배가능 #퀵가능 #l4l #fff #like #life #likeforlikes,2021-01-22,좋아요 8개,,"['#울산날씨', '#성남날씨', '#중구날씨', '#남구날씨', '#북구날씨', '#데일리', '#맞팔', '#선팔', '#선팔맞팔', '#선팔하면맞팔', '#소통해요', '#소통', '#일상공유', '#선팔환영', '#셀피', '#셀스타그램', '#셀스타', '#일상그램', '#소확행', '#코로나', '#코로나단계', '#코로나확진자', '#모던베이프', '#전국택배가능', '#퀵가능', '#l4l', '#fff', '#like', '#life', '#likeforlikes']","['울산', '날씨', '성남', '날씨', '중구', '날씨', '남구', '날씨', '북구', '날씨', '기온', '바람', '서일', '영업', '토', '일요일', '본점', '울산', '북구', '매곡', '남', '구점', '울산', '남구', '왕', '생로', '번길', '중구', '울산', '중구', '중앙', '모던', '베', '이프', '지점', '울산', '본점', '산남', '구점', '울산', '구점', '경산', '마창진', '부산', '거제', '대구시', '지점', '주점', '모던', '베', '이프', '전국', '지역', '퀵', '전국', '택배', '일리', '공유', '스타', '스타', '확행', '코로나', '코로나', '단계', '코로나', '모던', '베', '이프', '전국', '택배', '퀵']"
888,888,"#리그램 - @greatbooks_kr by @get_multi_repost⠀✉편지가 왔어요!코로나19로 집콕 생활하느라가족과 친구들을 못 보는 요즘😥⠀💜세계창작 뮤지컬 그림책 <도레미곰>💜과마음이 가득 담긴 편지를 쓰고보고 싶은 가족과 친구들에게2021년 새해 인사를 해보는 건 어떠세요?⠀[편지가 왔어요] 속 동물 친구들의개성이 뿜뿜 드러나는 편지를 구경하고나만의 개성이 담긴 편지를 직접 써보아요!⠀<도레미곰>만의 따뜻한 글과 그림,아름다운 클래식으로 아이의 감성을 풍부하게 만들고,주인공의 생각과 행동을 따라가며 표현력도 길러요👀⠀유아 발달을 자극하는 #세계창작동화 #도레미곰 🎵따뜻한 이야기를 읽고 정성 가득한 편지로 마음을 전하며추운 겨울에 온기를 더해요❤⠀📌세계창작동화 <도레미곰> 구성본책 50권 + 음원책 <도레미북> + 도레미 클래식 CD 세트세이펜 스티커 +뮤지컬 동화 QR 스티커 + 독서기록 세트⠀#그레이트북스 #그북 #유아도서 #유아도서추천 #유아동화 #유아동화추천 #뮤지컬동화 #유아전집 #전집추천 #유아전집추천 #유아창작동화추천 #편지쓰기 #새해 #새해편지 #책육아 #육아그램 #육아스타그램 #육아맘 #창작동화 #코로나 #집콕독서 #육아공감 #도치맘 #맘스타그램⠀",2021-01-22,좋아요 4개,,"['#리그램', '#세계창작동화', '#도레미곰', '#그레이트북스', '#그북', '#유아도서', '#유아도서추천', '#유아동화', '#유아동화추천', '#뮤지컬동화', '#유아전집', '#전집추천', '#유아전집추천', '#유아창작동화추천', '#편지쓰기', '#새해', '#새해편지', '#책육아', '#육아그램', '#육아스타그램', '#육아맘', '#창작동화', '#코로나', '#집콕독서', '#육아공감', '#도치맘', '#맘스타그램⠀']","['리그', '램', '편지', '코로나', '집콕', '생활', '가족', '못', '세계', '창작', '뮤지컬', '그림책', '도레미', '곰', '마음', '가득', '편지', '보고', '가족', '인사', '건', '편지', '속', '동물', '개성', '뿜뿜', '편지', '구경', '개성', '편지', '직접', '보아', '도레미', '곰', '글', '그림', '클래식', '감성', '주인공', '행동', '력도', '유아', '발달', '자극', '세계', '창작동화', '도레미', '곰', '이야기', '정성', '편지', '마음', '전하', '겨울', '온기', '세계', '창작동화', '도레미', '곰', '책', '권', '음원', '책', '도레미', '북', '도레미', '클래식', '세트', '세이', '펜', '스티커', '뮤지컬', '동화', '스티커', '독서', '기록', '세트', '그레이', '트북스', '북', '유아', '도서', '유아', '도서', '유아', '동화', '유아', '동화', '뮤지컬', '동화', '유아', '전집', '전집', '유아', '전집', '유아', '창작동화', '편지', '쓰기', '편지', '책', '육아', '육아', '아스타', '육아', '창작동화', '코로나', '집콕', '독서', '육아', '공감', '도치', '스타']"
889,889,😷,2021-01-22,좋아요 5개,,[],[]
890,890,"#이벤트상품 신청해주신 모든 분들께 드릴 #책 과 #엽서 입니다🎉😍여러분들은 어느 나라를 가장 여행하고 싶나요??저는 코로나가 끝나면 작년에 못갔던 뉴질랜드를 꼭 가고싶어요ㅠㅠ21년에는 #코로나 가 없어지길 바라며책상 앞에 엽서를 붙여놓고 #여행 계획을 세우는 것은 어떨까요?✈️즐겁게 여행하는 나의 모습을 상상하며, 즐거운 #주말 되세요☁️#ssam #wiseai #이벤트",2021-01-22,좋아요 4개,,"['#이벤트상품', '#책', '#엽서', '#코로나', '#여행', '#주말', '#ssam', '#wiseai', '#이벤트']","['이벤트', '상품', '신청', '모든', '드릴', '책', '엽서', '나라', '여행', '코로나', '작년', '뉴질랜드', '꼭', '코로나', '책상', '앞', '엽서', '여행', '계획', '요', '여행', '모습', '상상', '주말', '이벤트']"
891,891,"☆신간소개☆[책밥]<코로나 변화의 방아쇠를 당기다> 신문에서 방송에 이르기까지 언론인으로 폭넓은 활동을 해오고 있는 저자는 이 책에서 지난 2020년을 총 맞은 한 해로 규정하고 코로나19가 당긴 방아쇠가 시·공간을 넘어 우리에게 던지는 상실과 기회에 어떻게 대비해야 할지를 예리한 안목으로 잘 정리하고 있다. 강호제현에 일독을 권한다._윤증현 전 기획재정부 장관, 전 금융감독원 원장, 윤경제연구소 소장코로나는 상실과 기회의 문을 동시에 연다. 한편으로 우리는 많은 것을 잃고 있다. 그러나 다른 한편으로는 빼앗긴 들에도 봄은 오듯이, 생각지도 못했던 가능성의 싹이 움트는 것을 본다. 상실과 기회의 공통분모는 ‘불확실성’이다. 산업 구조, 일자리, 기업, 정치, 삶과 일상의 미래 속에 짙은 안개가 끼어 있다. 그 길을 헤쳐 나가는 훌륭한 길라잡이로 《코로나, 변화의 방아쇠를 당기다》를 추천한다._김동연 전 기획재정부 장관, 전 경제부총리, 유쾌한반란 이사장#책밥 #책밥출판사 #박연미#코로나변화의방화쇠를당기다#팬데믹 #팬데믹시대#세계트랜드 #코로나19경제전망#책세상맘수다 #책스타그램 #책추천 #맘스타그램 #북스타그램 #맘카페#코로나#2021년",2021-01-22,좋아요 33개,,"['#책밥', '#책밥출판사', '#박연미', '#코로나변화의방화쇠를당기다', '#팬데믹', '#팬데믹시대', '#세계트랜드', '#코로나19경제전망', '#책세상맘수다', '#책스타그램', '#책추천', '#맘스타그램', '#북스타그램', '#맘카페', '#코로나', '#2021년']","['신간', '책밥', '코로나', '변화', '방아쇠', '신문', '방송', '언론인', '활동', '저자', '책', '지난', '총', '규정', '코로나', '방아쇠', '공간', '상실', '기회', '대비', '안목', '정리', '강호', '현', '일독', '윤증현', '기획재정부', '장관', '금융감독원', '원장', '윤경', '연구소', '소장', '코로나', '상실', '기회', '문', '연', '한편', '한편', '봄', '지도', '가능성', '싹', '움', '상실', '기회', '공통분모', '불확실', '산업', '구조', '일자리', '기업', '정치', '삶', '미래', '속', '안개', '길라잡이', '코로나', '변화', '방아쇠', '김동연', '기획재정부', '장관', '경제부총리', '반란', '이사장', '책밥', '책밥', '출판사', '박연', '코로나', '변화', '방화', '쇠', '팬데믹', '팬데믹', '시대', '세계', '트', '랜드', '코로나', '경제', '전망', '책', '세상', '수다', '책', '스타', '책', '스타', '북', '스타', '카페', '코로나']"
892,892,크리스마스 파티 ~.~....#크리스마스 #크리스마스파티 #연말파티 #중3 #05년생 #코로나 #집 #fff #followforfollowback #following #팔로우미 #맞팔 #좋아요 #좋반 #좋아요반사 #좋아요테러 #댓글 #셀피 #셀스타그램 #반묶음,2020-12-12,좋아요 63개,,"['#크리스마스', '#크리스마스파티', '#연말파티', '#중3', '#05년생', '#코로나', '#집', '#fff', '#followforfollowback', '#following', '#팔로우미', '#맞팔', '#좋아요', '#좋반', '#좋아요반사', '#좋아요테러', '#댓글', '#셀피', '#셀스타그램', '#반묶음']","['크리스마스', '파티', '크리스마스', '크리스마스', '파티', '연말', '파티', '중', '년생', '코로나', '집', '팔로', '우미', '댓글', '스타', '묶음']"
893,893,🌲❤.....#중3 #05년생 #코로나 #집 #집파티 #선물 #편지 #fff #팔로우환영 #followforfollowback #following #팔로우미 #맞팔 #좋아요 #좋반 #좋아요반사 #좋아요테러 #댓 #셀피 #셀스타그램 #크리스마스 #크리스마스파티 #연말파티 #친구들과 #친구스타그램,2020-12-11,좋아요 61개,,"['#중3', '#05년생', '#코로나', '#집', '#집파티', '#선물', '#편지', '#fff', '#팔로우환영', '#followforfollowback', '#following', '#팔로우미', '#맞팔', '#좋아요', '#좋반', '#좋아요반사', '#좋아요테러', '#댓', '#셀피', '#셀스타그램', '#크리스마스', '#크리스마스파티', '#연말파티', '#친구들과', '#친구스타그램']","['중', '년생', '코로나', '집', '집', '파티', '선물', '편지', '팔로', '우미', '댓', '스타', '크리스마스', '크리스마스', '파티', '연말', '파티', '스타']"
894,894,♡오늘의 놀이어린이집 안가는 쪼꼼이띰띰해띰띰해띰띰해머라도하면시간잘가 재밌어 짜증덜내 티비덜봐#너두좋구나두좋구#오늘은물감놀이#물감놀이#독후활동#아기돼지삼형제#코로나 😭😭#어린이집 좀 보내 주세횽 😭🙏,2021-01-22,좋아요 16개,,"['#너두좋구나두좋구', '#오늘은물감놀이', '#물감놀이', '#독후활동', '#아기돼지삼형제', '#코로나', '#어린이집']","['놀이', '어린이집', '쪼꼼', '띰띰해띰띰해띰띰', '해머', '짜증', '티비', '덜', '구나', '물감', '물감', '독후', '활동', '아기돼지삼형제', '코로나', '어린이집', '횽']"
895,895,🔊 2021년 생일😄✨ 1년에 1번 있는 소중한 날을따듯하게 해주신 소중한 모든 분들진심으로 감사합니다💗💗올해도 더 열심히 살겠습니다!!😁😁#생일 #생일선물 #감사합니다 #코로나 #물러가라 #제발좀,2021-01-22,좋아요 54개,,"['#생일', '#생일선물', '#감사합니다', '#코로나', '#물러가라', '#제발좀']","['생일', '모든', '진심', '올해', '생일', '생일', '선물', '코로나', '제발']"
896,896,@ggum_shop 으로 문의 주세요❤️ #좋테 #소개계정 #좋반 #좋아요반사 #얼스타그램 #팔로우늘리기 #좋아요늘리기 #팔로워구매 #맞팔 #선팔맞팔 #소개계정맞팔 #팔로워판매 #좋아요구매 #좋아요판매 #첫줄반사 #첫줄 #협찬 #코로나 #좋아요 #팔로워,2021-01-22,좋아요 2개,,"['#좋테', '#소개계정', '#좋반', '#좋아요반사', '#얼스타그램', '#팔로우늘리기', '#좋아요늘리기', '#팔로워구매', '#맞팔', '#선팔맞팔', '#소개계정맞팔', '#팔로워판매', '#좋아요구매', '#좋아요판매', '#첫줄반사', '#첫줄', '#협찬', '#코로나', '#좋아요', '#팔로워']","['스타', '협찬', '코로나']"
897,897,@ggum_shop 으로 문의 주세요❤️ #좋테 #소개계정 #좋반 #좋아요반사 #얼스타그램 #팔로우늘리기 #좋아요늘리기 #팔로워구매 #맞팔 #선팔맞팔 #소개계정맞팔 #팔로워판매 #좋아요구매 #좋아요판매 #첫줄반사 #첫줄 #협찬 #코로나 #좋아요 #팔로워,2021-01-22,좋아요 2개,,"['#좋테', '#소개계정', '#좋반', '#좋아요반사', '#얼스타그램', '#팔로우늘리기', '#좋아요늘리기', '#팔로워구매', '#맞팔', '#선팔맞팔', '#소개계정맞팔', '#팔로워판매', '#좋아요구매', '#좋아요판매', '#첫줄반사', '#첫줄', '#협찬', '#코로나', '#좋아요', '#팔로워']","['스타', '협찬', '코로나']"
898,898,잘잔당😍#건강하게만자라다오 💋 #조리원11일차 #감금#코로나 #넘시르다 😤 #좀만참쟈둥둥아😍,2021-01-22,좋아요 32개,,"['#건강하게만자라다오', '#조리원11일차', '#감금', '#코로나', '#넘시르다', '#좀만참쟈둥둥아😍']","['조리', '일차', '감금', '코로나', '쟈']"
899,899,#올만에#커피#한잔#대구#마시그래이#교대점#와플도#맛있음❤️ #코로나#이겨냅시다❤,2021-01-22,좋아요 8개,,"['#올만에', '#커피', '#한잔', '#대구', '#마시그래이', '#교대점', '#와플도', '#맛있음❤️', '#코로나', '#이겨냅시다❤']","['커피', '한잔', '대구', '교대', '와플', '코로나']"
900,900,참새가 방앗간 그냥 못지나가지...학원앞이라 피할 수 없네키는 그대로인데...몸무게가 5키로 늘었네...키로가면 다행인데군것질 살이라...어쩔...😅😅😅ㆍㆍㆍㆍ#간식줄이자#돼지병#코로나#운동하자,2021-01-22,좋아요 6개,,"['#간식줄이자', '#돼지병', '#코로나', '#운동하자']","['참새', '방앗간', '그냥', '학원', '앞', '피', '키', '그대로', '몸무게', '키', '가면', '다행', '군것질', '살이', '간식', '돼지', '병', '코로나', '운동']"
901,901,아들의 그림~^^2021년 코로나 조심하고화이팅 하세요~~!!* feat 불금~~!!#코로나 #불금 #금주 #그림,2021-01-22,좋아요 18개,,"['#코로나', '#불금', '#금주', '#그림']","['아들', '그림', '코로나', '화이팅', '코로나', '금주', '그림']"
902,902,"안녕하세요~ 유쾌한공동체입니다.오늘은 ‘그대들은 ( )의 무감각 series‘ 9편을 들고 왔습니다.9편은 노숙인분들께서 어디서 주로 생활하는지에 관한 내용입니다.연합뉴스에 따르면 서울의 노숙인이국제통화기금 외환위기 직후 7천 대에서 20여 년 만에 3천명 대로 줄었고. 서울시는 코로나19로 노숙인이 증가할 수 있다며선제적인 복지를 추진하겠다고 밝혔습니다.(출처 : 연합뉴스TV [한줄뉴스] 2020.12.31.) 하지만 노숙인의 수가 감소 한 것이노숙인이 없어진 것은 아니므로마냥 기뻐할 수는 없습니다. 사실상 거리를 돌아다니다 보면 노숙인의 수가 3천명 대라고 느끼지 못할 때가 많습니다.대부분의 노숙인들이 사람들의 눈을 피해 생활하기 때문에 거리에 노숙인이 많이 안 보이기도 하고사람들이 노숙인을 주의 깊게 보지 않고외면하고 피하고 싶기 때문입니다.그리고 어쩌면, 노숙인들은 이런 우리에게 피해를 끼치고 싶지않아서 모습을 드러내지 않는 것일지도 모릅니다.사람들이 잘 다니지 않는 어두운 새벽, 길가에 자리를 잡고 주무시거나, 안양천 다리의 위치한 깊숙한 곳을 찾아 생활하시는 분, 사람들이 잘 다니지 않는굴다리 밑, 공중 화장실을 거처로 사용 중이신노숙인 분 등 생각보다 많은 노숙인분들이 우리와 함께 살아가고 있습니다.만약, 길가에서 노숙인을 보신다면 차가운 시선이 아닌 따뜻한 시선으로바라봐 주셨으면 좋겠습니다.#인권 #안양 #안양무료급식소 #안양봉사 #취약계층 #노숙인 #무료급식 #푸드뱅크 #사회 #코로나 #나눔 #봉사활동 #기부 #개인기부자 #단체기부 #후원 #좋아요 #행복 #감사합니다 #노숙인쉼터 #무료급식 #경기복지재단 #봉사단체 #봉사 #맞팔 #좋반",2021-01-22,좋아요 33개,,"['#인권', '#안양', '#안양무료급식소', '#안양봉사', '#취약계층', '#노숙인', '#무료급식', '#푸드뱅크', '#사회', '#코로나', '#나눔', '#봉사활동', '#기부', '#개인기부자', '#단체기부', '#후원', '#좋아요', '#행복', '#감사합니다', '#노숙인쉼터', '#무료급식', '#경기복지재단', '#봉사단체', '#봉사', '#맞팔', '#좋반']","['공동체', '그대', '무감각', '편', '편', '노숙인', '주로', '생활', '관', '내용', '연합뉴스', '서울', '노숙인', '국제통화기금', '외환위기', '직후', '천', '천명', '대로', '서울시', '코로나', '노숙인', '증가', '선제', '복지', '추진', '출처', '연합뉴스', '뉴스', '노숙인', '수가', '감소', '노숙인', '마냥', '사실', '노숙인', '수가', '천명', '대부분', '노숙인', '사람', '눈', '피해', '생활', '노숙인', '안', '보', '사람', '노숙인', '주의', '보지', '외면', '피하', '어쩌면', '노숙인', '피해', '끼', '모습', '일지', '사람', '두운', '길가', '자리', '잡고', '안양천', '다리', '위치', '곳', '생활', '사람', '굴다리', '밑', '공중', '화장실', '거처', '중', '노숙인', '노숙인', '길가', '노숙인', '시선', '시선', '인권', '안양', '안양', '급식', '소', '안양', '봉사', '취약', '계층', '노숙인', '급식', '푸드', '뱅크', '사회', '코로나', '나눔', '봉사활동', '기부', '개인', '기부', '단체', '기부', '후원', '행복', '노숙인', '터', '급식', '경기', '복지', '재단', '봉사', '단체', '봉사']"
903,903,#돈많이벌자2021년 응원의 메시지를 써주시는분들 덕분에 힘이 납니다~~^^돈도 많이 벌고 사람도 많이 만나고덤으로 행복해지겠습니다💌국장님 감사드려요~~♡케렌시아에 원목 책꽂이가 도착했어요.다양하게 활용이 가능하기에 우선은축하메시지 자리에 두기로~😁예뻐요💜..☎️ 예약문의는 DM 또는0507-1356-8021 ..#케렌시아스튜디오 #파주공간대여 #파주#일산공간대여 #파주렌탈스튜디오 #키즈 #회의 #어린이집 #부모교육 #생일파티 #소규모 #사진촬영 #가족 #연인 #친구 #복합문화공간 #파주놀거리 #파주파티룸 #셀프스튜디오촬영 #코로나 #세스코 #안전 #휴식 #힐링,2021-01-22,좋아요 12개,Paju,"['#돈많이벌자2021년', '#케렌시아스튜디오', '#파주공간대여', '#파주', '#일산공간대여', '#파주렌탈스튜디오', '#키즈', '#회의', '#어린이집', '#부모교육', '#생일파티', '#소규모', '#사진촬영', '#가족', '#연인', '#친구', '#복합문화공간', '#파주놀거리', '#파주파티룸', '#셀프스튜디오촬영', '#코로나', '#세스코', '#안전', '#휴식', '#힐링']","['돈', '벌', '응원', '메시지', '덕분', '힘', '돈', '사람', '덤', '국장', '케렌', '시아', '원목', '책꽂이', '도착', '활용', '축하', '메시지', '자리', '두기', '케렌', '시아', '스튜디오', '파주', '공간', '대여', '파주', '일산', '공간', '대여', '파주', '렌탈', '스튜디오', '키즈', '회의', '어린이집', '부모', '교육', '생일', '파티', '소규모', '사진촬영', '가족', '연인', '복합', '문화', '공간', '파주', '놀', '파주', '파티', '룸', '셀프', '스튜디오', '코로나', '세스코', '안전', '휴식']"
904,904,오랜만에 화장해서 신난댜~~~~~><~봄되기전에살빼야디 🦄✨💫.....#일상 #daily #selfie #코로나 #마스크 #다이어트 #고고싱 #happy #긍정 #lfl,2021-01-22,좋아요 30개,,"['#일상', '#selfie', '#코로나', '#마스크', '#다이어트', '#고고싱', '#happy', '#긍정', '#lfl']","['화장', '신난댜', '기전', '코로나', '마스크', '다이어트', '고고싱', '긍정']"
905,905,#닭고야 #닭가슴살스테이크,2021-01-22,좋아요 27개,Gangneung,"['#닭고야', '#닭가슴살스테이크']","['닭고', '닭', '가슴', '스테이크']"
